Participant.ID,Sender.ID,Message,Participant.EI,Sender.Warmth,Likability
14,6,F,4.4279535759819275,6.930122604838301,8.645622766422237
14,15,T,4.4279535759819275,2.1285767576193675,9.806060746360547
14,3,F,4.4279535759819275,6.526935202143802,8.773704071985536
15,1,T,5.728633755179194,5.3498806956261324,10.840723938072154
15,15,F,5.728633755179194,2.1285767576193675,6.486472500960642
15,14,T,5.728633755179194,1.945853331517795,8.516585353961233
15,20,F,5.728633755179194,2.068712519055972,5.848502991788196
15,13,T,5.728633755179194,2.0305506996069926,9.664087940601295
15,18,F,5.728633755179194,1.7518660336540328,6.8472764813193825
16,5,T,5.43481079171325,5.99578719126047,11.876136842435004
16,17,F,5.43481079171325,1.142822454582046,6.11578244471051
16,13,T,5.43481079171325,2.0305506996069926,9.715776706169054
16,18,F,5.43481079171325,1.7518660336540328,6.575983661689124
16,7,T,5.43481079171325,6.650491256360027,10.763421957140434
16,10,F,5.43481079171325,5.374556507298775,7.2916694072896115
17,11,T,4.558319479954852,2.0865005330917303,9.068366409864801
17,4,F,4.558319479954852,6.269596867269851,8.486114154935096
17,2,T,4.558319479954852,6.454925077252041,10.891584690936256
17,5,F,4.558319479954852,5.99578719126047,8.80245292034703
17,8,T,4.558319479954852,5.139772642722912,10.526410380037293
17,12,F,4.558319479954852,2.247188086376927,6.502021576431624
18,10,T,6.364188000799686,5.374556507298775,11.31669281088651
18,1,F,6.364188000799686,5.3498806956261324,7.964579771975178
18,9,T,6.364188000799686,5.4771287994154365,11.116659582338054
18,16,F,6.364188000799686,1.8454745416194904,6.978876385984921
18,5,T,6.364188000799686,5.99578719126047,12.501191388938812
18,18,F,6.364188000799686,1.7518660336540328,7.204365864463378
19,8,T,5.33523822099137,5.139772642722912,10.623379730005139
19,7,F,5.33523822099137,6.650491256360027,8.933959224909442
19,13,T,5.33523822099137,2.0305506996069926,10.54337026480256
19,15,F,5.33523822099137,2.1285767576193675,6.816438871830241
19,17,T,5.33523822099137,1.142822454582046,10.317400495224103
19,2,F,5.33523822099137,6.454925077252041,8.34664533651416
20,12,T,5.330084012390982,2.247188086376927,9.46750743515653
20,20,F,5.330084012390982,2.068712519055972,7.050925316799296
20,10,T,5.330084012390982,5.374556507298775,11.26091389941722
20,17,F,5.330084012390982,1.142822454582046,7.0579452494231765
20,8,T,5.330084012390982,5.139772642722912,10.754557166904057
20,15,F,5.330084012390982,2.1285767576193675,7.443963254973048
21,15,T,4.93818397913974,2.1285767576193675,9.845771231834387
21,9,F,4.93818397913974,5.4771287994154365,9.08604633437629
21,6,T,4.93818397913974,6.930122604838301,12.157944643976299
21,1,F,4.93818397913974,5.3498806956261324,7.339886090172324
21,11,T,4.93818397913974,2.0865005330917303,8.684085544116641
21,10,F,4.93818397913974,5.374556507298775,7.5027084878577135
22,3,T,6.763139007033438,6.526935202143802,13.125731178019404
22,13,F,6.763139007033438,2.0305506996069926,8.014156700808089
22,4,T,6.763139007033438,6.269596867269851,12.215719168582302
22,14,F,6.763139007033438,1.945853331517795,7.442252872416732
22,6,T,6.763139007033438,6.930122604838301,13.024619384292546
22,15,F,6.763139007033438,2.1285767576193675,7.5784252659530305
23,19,T,4.896066309330662,1.9343027958594095,9.659653186775161
23,4,F,4.896066309330662,6.269596867269851,7.53564172838031
23,20,T,4.896066309330662,2.068712519055972,8.552053474433938
23,1,F,4.896066309330662,5.3498806956261324,7.146660602096843
23,12,T,4.896066309330662,2.247188086376927,8.041221431514739
23,17,F,4.896066309330662,1.142822454582046,5.789756390944491
24,13,T,6.35227098198841,2.0305506996069926,10.404054203242875
24,4,F,6.35227098198841,6.269596867269851,8.380122201913622
24,18,T,6.35227098198841,1.7518660336540328,9.847565074135971
24,16,F,6.35227098198841,1.8454745416194904,6.750501125794308
24,6,T,6.35227098198841,6.930122604838301,11.904353138975532
24,14,F,6.35227098198841,1.945853331517795,6.270770023753542
25,19,T,4.762873912224049,1.9343027958594095,10.061208108802745
25,11,F,4.762873912224049,2.0865005330917303,5.9455343065017825
25,6,T,4.762873912224049,6.930122604838301,11.577132028664254
25,5,F,4.762873912224049,5.99578719126047,7.672704218298798
25,2,T,4.762873912224049,6.454925077252041,9.803172601824716
25,15,F,4.762873912224049,2.1285767576193675,6.350329144158974
26,3,T,3.7880924873799655,6.526935202143802,11.933568872020091
26,18,F,3.7880924873799655,1.7518660336540328,6.689077142404366
26,1,T,3.7880924873799655,5.3498806956261324,10.926889202282487
26,19,F,3.7880924873799655,1.9343027958594095,7.209938337791192
26,2,T,3.7880924873799655,6.454925077252041,10.38947627560718
26,12,F,3.7880924873799655,2.247188086376927,6.035410435329357
27,17,T,5.163583412920194,1.142822454582046,10.538622457695556
27,20,F,5.163583412920194,2.068712519055972,6.785124551908955
27,2,T,5.163583412920194,6.454925077252041,11.136252439342654
27,4,F,5.163583412920194,6.269596867269851,8.857016584565706
27,5,T,5.163583412920194,5.99578719126047,12.927521782588103
27,13,F,5.163583412920194,2.0305506996069926,7.4679837507296
28,14,T,4.271045340909168,1.945853331517795,8.442780146849099
28,3,F,4.271045340909168,6.526935202143802,8.085043083629314
28,13,T,4.271045340909168,2.0305506996069926,9.493500682201466
28,19,F,4.271045340909168,1.9343027958594095,6.392521486344706
28,4,T,4.271045340909168,6.269596867269851,10.859310630275361
28,6,F,4.271045340909168,6.930122604838301,7.338105029487915
29,2,T,6.015620287614418,6.454925077252041,11.680112929672994
29,16,F,6.015620287614418,1.8454745416194904,7.681324389824346
29,20,T,6.015620287614418,2.068712519055972,10.262261541249277
29,12,F,6.015620287614418,2.247188086376927,6.977135835537491
29,13,T,6.015620287614418,2.0305506996069926,11.481607219443742
29,1,F,6.015620287614418,5.3498806956261324,8.613354178655584
30,8,T,4.203908786260867,5.139772642722912,9.801973733601933
30,11,F,4.203908786260867,2.0865005330917303,5.542585375875403
30,16,T,4.203908786260867,1.8454745416194904,9.161279680228041
30,3,F,4.203908786260867,6.526935202143802,7.842196415068135
30,14,T,4.203908786260867,1.945853331517795,8.235608368175775
30,13,F,4.203908786260867,2.0305506996069926,6.515761743846363
31,20,T,5.93264518898514,2.068712519055972,9.012878896821647
31,3,F,5.93264518898514,6.526935202143802,8.908650339771574
31,12,T,5.93264518898514,2.247188086376927,8.589652159043899
31,6,F,5.93264518898514,6.930122604838301,8.329390943471385
31,14,T,5.93264518898514,1.945853331517795,9.149320367328416
31,7,F,5.93264518898514,6.650491256360027,8.555834722291598
32,15,T,6.267407201534675,2.1285767576193675,10.30466606819803
32,18,F,6.267407201534675,1.7518660336540328,7.416758786019614
32,6,T,6.267407201534675,6.930122604838301,12.762604920445483
32,7,F,6.267407201534675,6.650491256360027,8.890614713717607
32,1,T,6.267407201534675,5.3498806956261324,11.387667704823418
32,9,F,6.267407201534675,5.4771287994154365,9.585263633514472
33,17,T,5.187147074296378,1.142822454582046,9.968009734161035
33,18,F,5.187147074296378,1.7518660336540328,6.763372435565461
33,3,T,5.187147074296378,6.526935202143802,11.617956667845133
33,13,F,5.187147074296378,2.0305506996069926,6.9876070840951385
33,15,T,5.187147074296378,2.1285767576193675,9.961934173149745
33,1,F,5.187147074296378,5.3498806956261324,7.756467048153256
34,11,T,4.224456642028926,2.0865005330917303,8.249706256423003
34,16,F,4.224456642028926,1.8454745416194904,5.872845507740199
34,15,T,4.224456642028926,2.1285767576193675,9.266679269572384
34,13,F,4.224456642028926,2.0305506996069926,6.427769168098816
34,20,T,4.224456642028926,2.068712519055972,8.492437703725088
34,12,F,4.224456642028926,2.247188086376927,5.794707331991997
35,19,T,5.4319256057367085,1.9343027958594095,11.067432738229234
35,18,F,5.4319256057367085,1.7518660336540328,7.190515909689639
35,3,T,5.4319256057367085,6.526935202143802,12.20759909781203
35,20,F,5.4319256057367085,2.068712519055972,6.635046164501813
35,8,T,5.4319256057367085,5.139772642722912,10.657317271269145
35,14,F,5.4319256057367085,1.945853331517795,6.83876923446621
36,13,T,4.954944018393293,2.0305506996069926,9.546780105933948
36,8,F,4.954944018393293,5.139772642722912,7.493048055812587
36,10,T,4.954944018393293,5.374556507298775,10.396319628260374
36,6,F,4.954944018393293,6.930122604838301,8.01740480851696
36,14,T,4.954944018393293,1.945853331517795,8.694892363577997
36,15,F,4.954944018393293,2.1285767576193675,6.629979676937272
37,4,T,3.995585360795423,6.269596867269851,11.297839406002481
37,3,F,3.995585360795423,6.526935202143802,8.552678328845278
37,16,T,3.995585360795423,1.8454745416194904,10.048064212333966
37,1,F,3.995585360795423,5.3498806956261324,7.936173615161692
37,13,T,3.995585360795423,2.0305506996069926,10.210474667756316
37,15,F,3.995585360795423,2.1285767576193675,7.20071501018922
38,16,T,5.250179246643107,1.8454745416194904,10.173100051543353
38,9,F,5.250179246643107,5.4771287994154365,9.513752599795055
38,14,T,5.250179246643107,1.945853331517795,9.410525137728538
38,15,F,5.250179246643107,2.1285767576193675,7.361007276347718
38,4,T,5.250179246643107,6.269596867269851,11.8696170505824
38,3,F,5.250179246643107,6.526935202143802,8.918892649586533
39,6,T,6.170237859718899,6.930122604838301,12.705799598881958
39,8,F,6.170237859718899,5.139772642722912,8.526187032413915
39,18,T,6.170237859718899,1.7518660336540328,10.563569794492578
39,19,F,6.170237859718899,1.9343027958594095,7.708880898045209
39,3,T,6.170237859718899,6.526935202143802,12.264129563895153
39,4,F,6.170237859718899,6.269596867269851,9.126566533428198
40,14,T,5.124553754269988,1.945853331517795,9.213036897710511
40,18,F,5.124553754269988,1.7518660336540328,7.182091433051123
40,2,T,5.124553754269988,6.454925077252041,10.640901988116012
40,7,F,5.124553754269988,6.650491256360027,8.57569349311959
40,1,T,5.124553754269988,5.3498806956261324,10.973306865874342
40,9,F,5.124553754269988,5.4771287994154365,9.34948164012079
41,7,T,5.59336134657736,6.650491256360027,11.710095225000709
41,10,F,5.59336134657736,5.374556507298775,7.650810717408657
41,3,T,5.59336134657736,6.526935202143802,12.209449418696373
41,20,F,5.59336134657736,2.068712519055972,6.348267517332166
41,8,T,5.59336134657736,5.139772642722912,10.435154789879974
41,12,F,5.59336134657736,2.247188086376927,6.673037900729454
42,2,T,5.901498071799146,6.454925077252041,10.08718518392536
42,13,F,5.901498071799146,2.0305506996069926,6.729068023712858
42,9,T,5.901498071799146,5.4771287994154365,10.69850677058794
42,18,F,5.901498071799146,1.7518660336540328,6.67161619656964
42,7,T,5.901498071799146,6.650491256360027,10.956168694344681
42,12,F,5.901498071799146,2.247188086376927,5.853168835185791
43,9,T,5.6770725008562914,5.4771287994154365,10.292703609256563
43,5,F,5.6770725008562914,5.99578719126047,8.413248714692704
43,4,T,5.6770725008562914,6.269596867269851,11.30202992857345
43,16,F,5.6770725008562914,1.8454745416194904,6.164203349885607
43,10,T,5.6770725008562914,5.374556507298775,10.573785949004389
43,6,F,5.6770725008562914,6.930122604838301,8.008060769825127
44,13,T,5.495934393617553,2.0305506996069926,10.112130209835637
44,8,F,5.495934393617553,5.139772642722912,7.983991717205679
44,6,T,5.495934393617553,6.930122604838301,11.83661014236504
44,9,F,5.495934393617553,5.4771287994154365,9.175232858650563
44,11,T,5.495934393617553,2.0865005330917303,8.417789681801125
44,7,F,5.495934393617553,6.650491256360027,8.687239575873708
45,14,T,3.8669871763411727,1.945853331517795,7.884878819702403
45,7,F,3.8669871763411727,6.650491256360027,7.3800962158880035
45,1,T,3.8669871763411727,5.3498806956261324,9.716983963169353
45,12,F,3.8669871763411727,2.247188086376927,4.759096705499929
45,15,T,3.8669871763411727,2.1285767576193675,8.818221315670666
45,17,F,3.8669871763411727,1.142822454582046,5.314915443062627
46,7,T,5.847136729473503,6.650491256360027,11.88691220151849
46,9,F,5.847136729473503,5.4771287994154365,9.819628551349805
46,16,T,5.847136729473503,1.8454745416194904,11.132484427272583
46,11,F,5.847136729473503,2.0865005330917303,7.099055540965364
46,14,T,5.847136729473503,1.945853331517795,9.759956616494396
46,15,F,5.847136729473503,2.1285767576193675,8.044368780863598
47,11,T,5.647691329768512,2.0865005330917303,8.81456785697787
47,12,F,5.647691329768512,2.247188086376927,6.126286884719537
47,8,T,5.647691329768512,5.139772642722912,10.381492469635413
47,5,F,5.647691329768512,5.99578719126047,8.763668081806783
47,19,T,5.647691329768512,1.9343027958594095,10.764033197360998
47,4,F,5.647691329768512,6.269596867269851,8.55401553477799
48,11,T,6.795143918286655,2.0865005330917303,9.918913050086712
48,15,F,6.795143918286655,2.1285767576193675,7.879004851985634
48,9,T,6.795143918286655,5.4771287994154365,11.732947862304698
48,18,F,6.795143918286655,1.7518660336540328,7.738458759090503
48,19,T,6.795143918286655,1.9343027958594095,11.671283774836011
48,4,F,6.795143918286655,6.269596867269851,9.376664819522757
49,20,T,6.7835187989382195,2.068712519055972,9.545362350949317
49,6,F,6.7835187989382195,6.930122604838301,8.478337718146147
49,3,T,6.7835187989382195,6.526935202143802,12.458132380554886
49,18,F,6.7835187989382195,1.7518660336540328,7.468803000415252
49,15,T,6.7835187989382195,2.1285767576193675,9.896971220483465
49,7,F,6.7835187989382195,6.650491256360027,8.832372089549967
50,2,T,4.3043040558112295,6.454925077252041,10.763126631343553
50,4,F,4.3043040558112295,6.269596867269851,8.69463484998199
50,7,T,4.3043040558112295,6.650491256360027,11.319588794985556
50,18,F,4.3043040558112295,1.7518660336540328,7.113413171236298
50,19,T,4.3043040558112295,1.9343027958594095,11.172570355454273
50,16,F,4.3043040558112295,1.8454745416194904,6.410841321756246
51,8,T,5.9479496179046585,5.139772642722912,11.115362801583437
51,5,F,5.9479496179046585,5.99578719126047,8.746806574134167
51,9,T,5.9479496179046585,5.4771287994154365,11.403334811250568
51,13,F,5.9479496179046585,2.0305506996069926,7.1408727585700476
51,15,T,5.9479496179046585,2.1285767576193675,9.93627746594719
51,14,F,5.9479496179046585,1.945853331517795,6.949951707364299
52,19,T,5.123239744503901,1.9343027958594095,9.992053297076435
52,11,F,5.123239744503901,2.0865005330917303,5.896995406111746
52,7,T,5.123239744503901,6.650491256360027,10.703194821882699
52,1,F,5.123239744503901,5.3498806956261324,6.7943161673442365
52,12,T,5.123239744503901,2.247188086376927,7.903336112142484
52,20,F,5.123239744503901,2.068712519055972,5.250756654009478
53,11,T,5.507392139813034,2.0865005330917303,8.918900921724497
53,13,F,5.507392139813034,2.0305506996069926,7.452981909069209
53,4,T,5.507392139813034,6.269596867269851,11.72919907355226
53,15,F,5.507392139813034,2.1285767576193675,6.996339565939174
53,9,T,5.507392139813034,5.4771287994154365,11.042666163194461
53,19,F,5.507392139813034,1.9343027958594095,7.189351177962351
54,7,T,6.965543365340307,6.650491256360027,12.125572485868553
54,11,F,6.965543365340307,2.0865005330917303,7.206518889655719
54,6,T,6.965543365340307,6.930122604838301,13.031696271805615
54,19,F,6.965543365340307,1.9343027958594095,8.59842936070513
54,10,T,6.965543365340307,5.374556507298775,11.781529304868354
54,13,F,6.965543365340307,2.0305506996069926,8.247029167841756
55,18,T,6.031717757575393,1.7518660336540328,9.376932410680135
55,15,F,6.031717757575393,2.1285767576193675,6.563864332181067
55,13,T,6.031717757575393,2.0305506996069926,9.744576412118588
55,5,F,6.031717757575393,5.99578719126047,8.065220240230026
55,16,T,6.031717757575393,1.8454745416194904,9.995178256115857
55,4,F,6.031717757575393,6.269596867269851,8.558966500809918
56,19,T,6.600883232349465,1.9343027958594095,11.504704833458586
56,1,F,6.600883232349465,5.3498806956261324,8.969643593271618
56,15,T,6.600883232349465,2.1285767576193675,10.842434270596227
56,10,F,6.600883232349465,5.374556507298775,8.512113030053412
56,7,T,6.600883232349465,6.650491256360027,11.881627144552413
56,17,F,6.600883232349465,1.142822454582046,7.042715141061524
57,6,T,5.689975213103879,6.930122604838301,12.783367645911262
57,15,F,5.689975213103879,2.1285767576193675,7.60761128288577
57,2,T,5.689975213103879,6.454925077252041,11.281401787537044
57,5,F,5.689975213103879,5.99578719126047,9.26399711118109
57,19,T,5.689975213103879,1.9343027958594095,11.25459472756674
57,12,F,5.689975213103879,2.247188086376927,6.984138153276093
58,2,T,5.883860056273488,6.454925077252041,11.223949913245729
58,16,F,5.883860056273488,1.8454745416194904,7.442698916501917
58,5,T,5.883860056273488,5.99578719126047,13.051514470882362
58,10,F,5.883860056273488,5.374556507298775,8.3648788716376
58,15,T,5.883860056273488,2.1285767576193675,10.728683957903737
58,11,F,5.883860056273488,2.0865005330917303,7.049410692635919
59,10,T,5.840809172467706,5.374556507298775,10.155582956047102
59,2,F,5.840809172467706,6.454925077252041,7.955074002789813
59,4,T,5.840809172467706,6.269596867269851,11.425835371671306
59,9,F,5.840809172467706,5.4771287994154365,8.67913170557131
59,7,T,5.840809172467706,6.650491256360027,10.515851162677832
59,13,F,5.840809172467706,2.0305506996069926,6.852261598915053
60,14,T,4.310458448062025,1.945853331517795,9.259303780873235
60,17,F,4.310458448062025,1.142822454582046,6.243841655870206
60,2,T,4.310458448062025,6.454925077252041,10.457438747223113
60,8,F,4.310458448062025,5.139772642722912,8.313773161009218
60,6,T,4.310458448062025,6.930122604838301,12.00138954419489
60,12,F,4.310458448062025,2.247188086376927,6.541736902681545
61,17,T,6.099754360621593,1.142822454582046,10.177115785778787
61,2,F,6.099754360621593,6.454925077252041,8.511163760773877
61,12,T,6.099754360621593,2.247188086376927,8.811034205868646
61,16,F,6.099754360621593,1.8454745416194904,6.4918062773037155
61,1,T,6.099754360621593,5.3498806956261324,11.12504818125846
61,18,F,6.099754360621593,1.7518660336540328,7.328211464829122
62,15,T,5.821502303148554,2.1285767576193675,9.828359361196412
62,8,F,5.821502303148554,5.139772642722912,8.064580900149467
62,1,T,5.821502303148554,5.3498806956261324,10.980876265435143
62,5,F,5.821502303148554,5.99578719126047,8.043903013222533
62,9,T,5.821502303148554,5.4771287994154365,10.520003836957425
62,14,F,5.821502303148554,1.945853331517795,6.072362436943573
63,3,T,4.68939355057784,6.526935202143802,12.172849649715785
63,1,F,4.68939355057784,5.3498806956261324,7.801999011185403
63,13,T,4.68939355057784,2.0305506996069926,10.11167864753743
63,8,F,4.68939355057784,5.139772642722912,8.206921698389127
63,7,T,4.68939355057784,6.650491256360027,11.110016211878236
63,4,F,4.68939355057784,6.269596867269851,8.43299204256547
64,12,T,5.143363813295983,2.247188086376927,8.733162766743451
64,5,F,5.143363813295983,5.99578719126047,8.63333372289648
64,19,T,5.143363813295983,1.9343027958594095,10.85334596001095
64,1,F,5.143363813295983,5.3498806956261324,8.01078350493497
64,13,T,5.143363813295983,2.0305506996069926,10.601492209494308
64,15,F,5.143363813295983,2.1285767576193675,7.513633028856132
65,13,T,6.412858755409991,2.0305506996069926,11.198045729764972
65,18,F,6.412858755409991,1.7518660336540328,7.725349885876077
65,19,T,6.412858755409991,1.9343027958594095,11.36838619299634
65,5,F,6.412858755409991,5.99578719126047,8.981074595396962
65,17,T,6.412858755409991,1.142822454582046,10.972851646821347
65,4,F,6.412858755409991,6.269596867269851,9.142229536121478
66,6,T,5.746822854660589,6.930122604838301,12.06451097933053
66,19,F,5.746822854660589,1.9343027958594095,7.453821764623233
66,2,T,5.746822854660589,6.454925077252041,10.628661723100716
66,12,F,5.746822854660589,2.247188086376927,6.18551754617611
66,17,T,5.746822854660589,1.142822454582046,10.757396552088654
66,4,F,5.746822854660589,6.269596867269851,8.33837899380057
67,17,T,6.034879595348046,1.142822454582046,10.99170959097247
67,5,F,6.034879595348046,5.99578719126047,9.036322497698487
67,4,T,6.034879595348046,6.269596867269851,12.022189694653868
67,7,F,6.034879595348046,6.650491256360027,8.95255058996115
67,11,T,6.034879595348046,2.0865005330917303,9.191313769247548
67,6,F,6.034879595348046,6.930122604838301,8.735069439555113
68,4,T,6.6452444400251816,6.269596867269851,12.21390162993921
68,14,F,6.6452444400251816,1.945853331517795,6.627663467146019
68,1,T,6.6452444400251816,5.3498806956261324,11.651297821895506
68,11,F,6.6452444400251816,2.0865005330917303,6.944071359446226
68,19,T,6.6452444400251816,1.9343027958594095,11.207024964117535
68,6,F,6.6452444400251816,6.930122604838301,8.961900464652427
69,11,T,4.576136663776413,2.0865005330917303,8.42341117218535
69,4,F,4.576136663776413,6.269596867269851,8.67888796975285
69,13,T,4.576136663776413,2.0305506996069926,10.444793593462409
69,1,F,4.576136663776413,5.3498806956261324,7.997300479422094
69,8,T,4.576136663776413,5.139772642722912,10.347567147700008
69,14,F,4.576136663776413,1.945853331517795,6.140549189770576
70,8,T,4.9743488201552815,5.139772642722912,10.423848592055483
70,15,F,4.9743488201552815,2.1285767576193675,6.824995548460767
70,14,T,4.9743488201552815,1.945853331517795,9.17754498580943
70,13,F,4.9743488201552815,2.0305506996069926,6.772816302631624
70,16,T,4.9743488201552815,1.8454745416194904,9.862222363544479
70,1,F,4.9743488201552815,5.3498806956261324,7.86441807113881
71,15,T,4.005806309226749,2.1285767576193675,9.04165703823861
71,8,F,4.005806309226749,5.139772642722912,7.301092704494794
71,7,T,4.005806309226749,6.650491256360027,10.238004863277768
71,16,F,4.005806309226749,1.8454745416194904,5.400207560081686
71,20,T,4.005806309226749,2.068712519055972,8.498859996851015
71,10,F,4.005806309226749,5.374556507298775,6.178436859463325
72,13,T,6.5416051814940985,2.0305506996069926,10.616870590551171
72,20,F,6.5416051814940985,2.068712519055972,6.675683573464796
72,9,T,6.5416051814940985,5.4771287994154365,10.939959624102698
72,5,F,6.5416051814940985,5.99578719126047,9.04308413497302
72,16,T,6.5416051814940985,1.8454745416194904,10.458493387293368
72,10,F,6.5416051814940985,5.374556507298775,8.14365625216658
73,3,T,5.002424667745046,6.526935202143802,11.162335266151558
73,4,F,5.002424667745046,6.269596867269851,7.491920303570678
73,10,T,5.002424667745046,5.374556507298775,9.890115152999691
73,20,F,5.002424667745046,2.068712519055972,5.421899346656202
73,11,T,5.002424667745046,2.0865005330917303,8.13717086375971
73,14,F,5.002424667745046,1.945853331517795,5.820860571376796
74,4,T,6.048154470638936,6.269596867269851,12.3922072660594
74,11,F,6.048154470638936,2.0865005330917303,7.151278199142462
74,20,T,6.048154470638936,2.068712519055972,9.835290538005145
74,19,F,6.048154470638936,1.9343027958594095,7.830067082783744
74,9,T,6.048154470638936,5.4771287994154365,11.257144015820133
74,10,F,6.048154470638936,5.374556507298775,8.365572166166247
75,15,T,5.150947817924081,2.1285767576193675,9.65814980275025
75,13,F,5.150947817924081,2.0305506996069926,7.120054155400074
75,3,T,5.150947817924081,6.526935202143802,12.057516584202384
75,16,F,5.150947817924081,1.8454745416194904,6.733892748986139
75,12,T,5.150947817924081,2.247188086376927,9.000432673086532
75,10,F,5.150947817924081,5.374556507298775,7.276039319643785
76,15,T,3.9310764745542452,2.1285767576193675,9.297379066369821
76,6,F,3.9310764745542452,6.930122604838301,7.680640375869562
76,9,T,3.9310764745542452,5.4771287994154365,9.870967078060001
76,5,F,3.9310764745542452,5.99578719126047,8.032665453057897
